gene_id,test_accuracy,improvement_accuracy,train_accuracy,train_improvement_accuracy,proportion_sites
scf7180009408160_25668_26891_34,0.94999999999999996,0.42499999999999993,0.95625000000000004,0.43125000000000002,0.5
scf7180009392798_69809_71203_72,0.97499999999999998,0.42499999999999993,0.95625000000000004,0.40625,0.505
fig|1123866.3.peg.984|VBISARClu227658_0984|,0.94999999999999996,0.42499999999999993,0.94374999999999998,0.41874999999999996,0.485
scf7180009409424_64062_63157_72,0.94999999999999996,0.42499999999999993,0.95625000000000004,0.43125000000000002,0.495
scf7180009408160_15555_14671_19,0.94999999999999996,0.42499999999999993,0.94999999999999996,0.42499999999999993,0.485
scf7180009405353_35047_33821_40,0.97499999999999998,0.42499999999999993,0.96250000000000002,0.41249999999999998,0.515
scf7180009392798_71258_73045_73,0.94999999999999996,0.42499999999999993,0.95625000000000004,0.43125000000000002,0.52
scf7180009407949_37859_37218_41,0.94999999999999996,0.42499999999999993,0.95625000000000004,0.43125000000000002,0.465
scf7180009392798_37465_38175_39,0.94999999999999996,0.42499999999999993,0.94999999999999996,0.42499999999999993,0.52
scf7180009409420_110641_112563_110,0.94999999999999996,0.42499999999999993,0.95625000000000004,0.43125000000000002,0.525
scf7180009409424_37904_39139_43,0.97499999999999998,0.42499999999999993,0.96250000000000002,0.41249999999999998,0.51
scf7180009409420_141685_141137_143,0.94999999999999996,0.42499999999999993,0.96250000000000002,0.4375,0.51
scf7180009408160_12058_11249_16,0.97499999999999998,0.42499999999999993,0.94374999999999998,0.39374999999999993,0.48
scf7180009409424_52808_53806_59,0.94999999999999996,0.42499999999999993,0.94999999999999996,0.42499999999999993,0.51
scf7180009409420_105767_107056_105,0.94999999999999996,0.42499999999999993,0.94999999999999996,0.42499999999999993,0.5
scf7180009405353_33065_32619_37,0.94999999999999996,0.42499999999999993,0.93125000000000002,0.40625,0.48
scf7180009370995_16184_14205_11,0.94999999999999996,0.42499999999999993,0.96250000000000002,0.4375,0.445
fig|1123866.3.peg.937|VBISARClu227658_0937|,0.94999999999999996,0.42499999999999993,0.9375,0.41249999999999998,0.485
scf7180008733726_10303_11406_7,0.94999999999999996,0.42499999999999993,0.86250000000000004,0.33750000000000002,0.495
scf7180009409420_90274_91518_86,0.94999999999999996,0.42499999999999993,0.94999999999999996,0.42499999999999993,0.5
scf7180009408160_50760_49609_56,0.94999999999999996,0.42499999999999993,0.94999999999999996,0.42499999999999993,0.51
scf7180009409420_114495_115385_114,0.94999999999999996,0.42499999999999993,0.93125000000000002,0.40625,0.53
scf7180009409420_31049_30114_24,0.94999999999999996,0.42499999999999993,0.94374999999999998,0.41874999999999996,0.515
scf7180009409420_113671_112868_112,0.94999999999999996,0.42499999999999993,0.9375,0.41249999999999998,0.49
scf7180008721034_19522_20292_27,0.94999999999999996,0.42499999999999993,0.92500000000000004,0.40000000000000002,0.5
scf7180009392798_77677_78462_81,0.94999999999999996,0.42499999999999993,0.94374999999999998,0.41874999999999996,0.495
scf7180009392798_63128_64582_64,0.97499999999999998,0.42499999999999993,0.96250000000000002,0.41249999999999998,0.51
scf7180009405014_1846_2649_4,0.94999999999999996,0.42499999999999993,0.97499999999999998,0.44999999999999996,0.505
scf7180009405014_1097_1783_3,0.94999999999999996,0.42499999999999993,0.96250000000000002,0.4375,0.525
scf7180009405353_39001_37955_44,0.94999999999999996,0.42499999999999993,0.96875,0.44374999999999998,0.505
scf7180009409420_36196_35231_28,0.94999999999999996,0.42499999999999993,0.94374999999999998,0.41874999999999996,0.515
scf7180009405353_27652_26375_32,0.94999999999999996,0.42499999999999993,0.95625000000000004,0.43125000000000002,0.51
fig|1123866.3.peg.999|VBISARClu227658_0999|,0.94999999999999996,0.42499999999999993,0.96875,0.44374999999999998,0.505
scf7180009408160_42220_43005_48,0.94999999999999996,0.42499999999999993,0.9375,0.41249999999999998,0.475
scf7180009405577_2761_1394_4,0.94999999999999996,0.42499999999999993,0.91874999999999996,0.39374999999999993,0.51
scf7180009409305_39913_41865_43,0.97499999999999998,0.42499999999999993,0.96875,0.41874999999999996,0.515
scf7180009408160_47378_48190_52,0.94999999999999996,0.42499999999999993,0.94374999999999998,0.41874999999999996,0.49
fig|1123866.3.peg.525|VBISARClu227658_0525|,0.90000000000000002,0.40000000000000002,0.88124999999999998,0.38124999999999998,0.515
