gene,pathway_name,ec_description,ec_number,ERR598993,ERR598969,ERR599106,ERR599097,ERR599041,ERR599116,ERR599049,ERR599134,ERR598966,ERR599143,ERR599102,ERR599158,ERR599145,ERR599075,ERR599045,ERR599054,ERR599138,ERR599002,ERR599016,ERR599098,ERR599139,ERR599026,ERR598972,ERR599023,ERR599025,ERR598970,ERR599088,ERR599150,ERR598982,ERR599107,ERR598973,ERR599068,ERR599173,ERR594294,ERR594318,ERR599165,ERR594349,ERR594335,ERR599133,ERR599137,ERR599148,ERR594321,ERR594298,ERR599010,ERR599126,ERR594310,ERR594286,ERR599046,ERR599101,ERR594336,ERR594303,ERR599159,ERR599006,ERR599022,ERR594340,ERR594332,ERR599163,ERR599007,ERR599168,ERR598943,ERR598978,ERR599020,ERR599039,ERR598961,ERR594304,ERR594301,ERR594305,ERR594322,ERR594337,ERR599160,ERR594326,ERR594347,ERR598988,ERR599084,ERR599089,ERR599161,ERR594343,ERR594338,ERR594287,ERR599036,ERR599069,ERR599080,ERR599151,ERR594311,ERR594296,ERR594342,ERR594300,ERR599066,ERR599091,ERR599114,ERR599119,ERR599032,ERR599038,ERR598989,ERR599162,ERR599029,ERR599100,ERR599136,ERR598983,ERR599123,ERR598963,ERR598996,ERR599170,ERR598986,ERR598976
fig|1123866.3.peg.463|VBISARClu227658_0463|,,,,0.0,7.18596758506,0.853646319918,9.00393354408,4.31794088317,2.40851093435,0.485247573767,1.71609208366,0.0,0.347638287974,0.258272206007,0.303760099222,0.159525770105,8.04182113486,27.8109108156,4.74555056349,176.103501295,0.317878679271,2.24775373239,0.634422435128,0.0972209826121,0.254006611934,0.382514353981,0.298831105569,0.577795125488,0.24646324883,0.371114884534,0.0522848999601,0.389979082706,0.435266097774,0.331525523384,0.408272601602,0.11143214471,0.00860502481152,0.0,2.60823574571,0.149936518029,0.937551008105,0.642996831951,2.87422706269,1.75665957535,1.69512787636,15.7445527201,96.9139946601,5.39827885754,1.73337680596,2.62653910931,2.30517734801,0.498921498944,0.12376830911,1.5087862796,1.00659483257,0.393363156044,2.42871667833,0.328556420916,1.24147896599,0.555190271726,0.0,0.0,0.0,0.0,0.00253536248883,0.000331948153382,0.171415908083,1.02288151964,7.05665325378,1.0535842245,8.43283979628,1.05161233402,0.132684782071,0.0867206860557,0.185757699032,0.629910224678,0.536052672225,0.430234996535,0.355833930155,0.115864855089,0.513366765454,12.4616916457,0.44402723956,0.264959537025,0.375678840646,0.552948222357,0.120014184968,0.529382074737,0.159053160666,0.493585906174,2.45849930711,1.0276200974,0.767408170399,0.541155482683,0.0307383203583,0.0315540493978,0.0137203674303,0.00634399441782,0.126477017239,0.249604361476,0.214371589875,0.0548279497595,0.274301290957,0.0739569358796,0.140059168762,0.132263451041,0.15415117376,0.290965442823
fig|1123866.3.peg.465|VBISARClu227658_0465|,,,,0.0,2.93336642273,0.345125584614,3.02079684429,1.64725474214,0.913124297793,0.0457547348619,0.237808537364,0.0,0.0,0.0508496022008,0.0,0.0211061312777,4.18175760562,13.3140391569,1.99826472646,223.070867957,0.114430159119,0.571644510479,0.198044520455,0.0326699743136,0.144261238362,0.267008892494,0.118230513057,0.108744614873,0.0596654352859,0.173704423061,0.016566113668,0.186539374843,0.25104800299,0.0,0.0691609325119,0.020256943408,0.0,0.0,0.0721974505284,0.0206379349393,0.169767323021,0.241752922323,0.566986248842,2.18653066668,1.1922793916,9.1039568029,60.1114223047,2.97740198675,1.17971729677,1.98538731651,10.1787757883,0.154148776909,0.0409325974321,1.25310613639,3.71910301297,0.122452263754,0.781685304833,0.127247190823,0.593079252446,3.34698440084,0.0,0.0,0.0,0.0,0.0,0.000498212273812,0.409379832461,1.20616722202,10.121574826,0.640839393139,9.34714747606,0.310750749757,0.139732539041,0.0982483101006,0.15073261229,0.607154810607,0.711595154144,0.285137240168,0.696042546745,0.133619797408,0.977359542368,15.0060310727,0.472636627006,0.312478564015,0.379277506539,0.358841913512,0.0917274653061,0.602548961164,0.174718453203,0.48052410171,1.66095137186,0.864296876782,0.627689034122,0.799214160335,0.00781759249346,0.011684872476,0.00179176580715,0.0,0.11603213363,0.209030394494,0.202883557555,0.0275556942092,0.322525368015,0.0621531268986,0.131511511109,0.15588666552,0.0,0.0
fig|1123866.3.peg.46|VBISARClu227658_0046|,,,,0.0,10.0226177603,1.06411041952,13.5557909804,5.12687641126,3.27135334745,0.385417739165,1.9961880377,0.0,0.256087721036,0.275517244861,0.419247165698,0.288440607758,8.95708483327,40.2352738456,6.13556186084,204.876730491,0.418183169634,2.48184560352,0.832338264934,0.114562226844,0.251588336021,0.857969072879,0.624461075904,0.714957774963,0.390200273482,0.433219490639,0.0626009819543,0.389125859555,0.561449207964,0.331027672092,0.43537482968,0.196887961135,0.0,0.0,2.04980905466,0.169431808417,1.10621830255,0.864054573416,3.77452593704,3.35569768741,1.79037531838,12.3861509148,113.047582724,7.54489059946,2.13840386837,3.38334866041,10.4984728996,0.474023205493,0.126080099398,1.93687486713,2.67621863406,0.400187836982,2.61550933419,0.357853760556,1.2272142643,3.9562276725,0.0,0.0,0.0,0.0,0.00314738062402,0.00221711499148,0.454522985639,1.94623218398,23.0550926121,3.8705275381,20.1747978825,3.57484799627,0.293974730406,0.244632532699,0.301248758565,1.57836261558,1.74819506275,1.03723590159,1.29655425132,0.339943560879,2.06270858775,34.6886008519,0.867775227409,0.68604301914,0.71546177602,0.895320111205,0.240402272489,1.85674059731,0.412848978174,1.60562483782,2.97064820438,2.38100667534,3.0708540385,2.18384262005,0.0853084835149,0.0688306725661,0.0147279942493,0.00260082325668,0.16454417593,0.242997308124,0.233159283867,0.0588284827272,0.32559777837,0.0831786094067,0.19493035595,0.168179176675,0.0,0.249075789905
fig|1123866.3.peg.471|VBISARClu227658_0471|,,,,0.0,6.7692482925,0.892628287389,9.08761590247,4.61844559822,2.65526415093,0.442017804344,1.60587498695,0.569471140014,0.212598247843,0.236018423259,0.0930669240168,0.191488774775,7.75909562339,34.5598463222,5.26625810114,181.60969258,0.338935330987,2.44493326839,0.605573670538,0.0993777100159,0.259770178591,0.447034507602,0.342487408614,0.435526020865,0.289514778787,0.335002446817,0.054499944677,0.237172540851,0.524886179299,0.338579257924,0.499192883094,0.166919414527,0.0,0.0343644800811,2.26905597873,0.154793608593,0.799205479501,0.775870341975,1.74270977001,2.83276363451,1.81870606319,15.507183213,75.0678918279,4.92528706605,1.8203520107,2.84668426638,9.88265837487,0.357217796025,0.0989061273068,1.7789332764,3.45249628307,0.352796684205,2.00988021307,0.334061188539,1.12532555172,3.60143289062,0.0,0.0,0.0,0.0,0.00838408625805,0.00185750428389,0.766086151615,1.75260767932,19.080618811,4.5443804455,19.6693640443,2.09905986672,0.251741969851,0.23647119311,0.292619932487,1.19318835067,1.53982504441,0.975867542227,0.901043565563,0.29872894889,1.78678415141,7.7903650675,0.779827679327,0.666070985159,0.719232205615,0.851200329719,0.227046867752,1.75182999519,0.379672349625,1.18283721258,2.37483000931,2.31219046711,2.53598029741,2.20041279304,0.0801499420487,0.0648959508955,0.0140005663121,0.0063954871632,0.148740041501,0.219508135323,0.216436891596,0.108693543198,0.300588892263,0.0724486857671,0.110121487905,0.158525142358,0.0,0.0
fig|1123866.3.peg.474|VBISARClu227658_0474|,,,,0.0,3.64450937156,0.672426981647,9.67523026682,4.34320802173,2.36572360449,0.356736868062,1.127563713,0.37667969535,0.247699944165,0.0765882897346,0.0,0.163683170213,8.00677175351,31.4289519731,4.88098824048,177.24449831,0.315602422147,2.58967076546,0.464416121113,0.101018182876,0.225097646485,0.407483150083,0.16682647417,0.24017200267,0.234509764977,0.250472468489,0.0542289941682,0.685491687594,0.994893937771,0.267730391124,0.963276920103,0.155581697037,0.0203300001395,0.0,1.1721812601,0.134739695364,0.801017188777,0.683023926979,5.09842601639,1.22394418,1.3198253592,14.7556001663,50.9062714574,4.30642197019,1.78168883282,2.39163204839,9.09540798545,0.301817384698,0.120595416887,1.78647294897,6.38098712579,0.395455416482,3.23232834111,0.285487424852,1.27437776812,0.354596583899,0.0,0.0,0.0,0.0,0.0,0.000745900419108,0.258027514519,1.85387050469,13.2548709666,1.2260837772,21.148693957,1.55221484223,0.159524006596,0.192932231037,0.26463296301,1.21384336021,1.48452248781,0.737871748654,0.73424490967,0.203644212166,1.15909271896,22.3778974559,0.509943851626,0.334466268313,0.353932593487,0.488255552174,0.134217769017,1.48760112141,0.294312134641,0.718195710796,2.81362856141,1.80961022773,1.67717428884,1.80930065971,0.0586360848224,0.0629374876776,0.0141594950473,0.00291677904268,0.119436025995,0.205877890693,0.219120571329,0.057447610091,0.251537598815,0.0524998959725,0.148124715031,0.168844770931,0.0,0.360328721761
fig|1123866.3.peg.476|VBISARClu227658_0476|,,,,0.0,7.02497849456,0.990583085657,9.03700293179,4.22927370566,2.74744485555,0.409854378838,1.39585687215,0.0621406422064,0.130882730474,0.175009747826,0.125250277447,0.20894557666,7.99779795179,34.7302210454,4.79861736919,180.789801591,0.333566445295,2.14505781976,0.685898616734,0.0999987545326,0.269116479422,0.336613014716,0.352454352412,0.560712991254,0.259212097044,0.342206709694,0.0515364978362,0.340972223431,0.790127998545,0.263572663563,0.476364230338,0.0991665905745,0.0134153157743,0.0375408625185,2.29546645612,0.141589385219,0.828913937807,0.764805731963,3.09377295885,2.07429589109,1.47157523198,9.21249649254,115.64570234,5.22299391293,1.68891015255,2.63505286387,4.47464277959,0.330450726587,0.107214684097,1.58666387007,2.70275406176,0.321476140629,1.70290710232,0.390514278366,1.23554050906,0.0,0.0,0.0,0.0,0.0,0.00254073620752,0.000691357606334,0.073244006667,0.0,0.0,0.0,0.0,0.0,0.0,0.00021034756686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183335166693,0.0,0.0,0.0,0.0,0.00285755464822,0.00167824828658,0.0143426739776,0.00500426612129,0.131077656662,0.234905040156,0.224992400526,0.0616892817467,0.333909785297,0.0761829572196,0.107524669574,0.163710036213,0.0,0.155873361511
fig|1123866.3.peg.483|VBISARClu227658_0483|,Citrate cycle (TCA cycle),Isocitrate dehydrogenase (NADP(+)),1.1.1.42,0.905862908006,8.70030568263,1.09208455037,9.45004845905,4.57063266074,2.79543904905,0.461730626635,2.15616418327,0.218256163429,0.0610683800473,0.233492874685,0.104644627483,0.200901471089,7.80540313576,26.6220697653,4.98034965223,180.257085756,0.29707757157,1.90519070821,0.665947196974,0.10257934628,0.31266235432,0.60238023395,0.463280268969,0.59353875319,0.23109871385,0.375377432864,0.0500601905598,0.794990618542,0.285882414887,0.55027242171,0.199686758891,0.109147179924,0.0311263098446,0.216774072103,2.19645707633,0.144813858185,0.900913830305,0.565188959411,2.85925709043,2.58203742367,2.20010072373,11.6411196371,77.9742438066,3.91392841907,1.76874039697,2.84468879672,5.06756552796,0.482967757631,0.105014021348,1.689118536,3.64473007822,0.473015732923,3.10826062108,0.352980295769,1.11128061463,3.27883139485,0.0,0.0,0.066206117565,0.00695001855146,0.00590969124959,0.00228594592616,0.379142079348,1.97123217781,17.6898070724,4.5482553165,12.8628325986,0.827039015936,0.249420600409,0.208900362181,0.343450560796,1.41803656624,1.37970761599,1.66366832994,0.951758600128,0.260802569922,1.45430665671,8.75950139169,0.867070369636,0.607556222331,0.765099833429,0.878717819832,0.195764072489,1.43382760797,0.365561427509,1.08663550091,2.43895597041,2.07469149536,2.80582381386,2.179411732,0.0673198353009,0.0575893977665,0.0155934423695,0.00628279053623,0.132040926756,0.233248361823,0.221445379837,0.100842692687,0.344368738994,0.0513409954044,0.131657123156,0.136427645512,0.0885078509625,0.176888645228
