species_id,ERR315856,ERR315857,ERR315858,ERR315859,ERR315862,ERR318620,ERR594284,ERR594285,ERR594286,ERR594287,ERR594288,ERR594289,ERR594291,ERR594292,ERR594293,ERR594294,ERR594295,ERR594296,ERR594297,ERR594298,ERR594300,ERR594301,ERR594302,ERR594303,ERR594304,ERR594305,ERR594306,ERR594307,ERR594308,ERR594309,ERR594310,ERR594311,ERR594312,ERR594313,ERR594314,ERR594318,ERR594319,ERR594320,ERR594321,ERR594322,ERR594323,ERR594324,ERR594325,ERR594326,ERR594327,ERR594328,ERR594329,ERR594330,ERR594331,ERR594332,ERR594333,ERR594334,ERR594335,ERR594336,ERR594337,ERR594338,ERR594339,ERR594340,ERR594341,ERR594342,ERR594343,ERR594344,ERR594345,ERR594346,ERR594347,ERR594348,ERR594349,ERR598942,ERR598944,ERR598946,ERR598947,ERR598948,ERR598954,ERR598955,ERR598956,ERR598957,ERR598958,ERR598960,ERR598961,ERR598963,ERR598964,ERR598965,ERR598967,ERR598968,ERR598971,ERR598976,ERR598978,ERR598980,ERR598982,ERR598983,ERR598984,ERR598985,ERR598986,ERR598989,ERR598991,ERR598992,ERR598993,ERR598995,ERR598996,ERR599000,ERR599001,ERR599002,ERR599005,ERR599006,ERR599007,ERR599008,ERR599009,ERR599012,ERR599014,ERR599017,ERR599020,ERR599023,ERR599024,ERR599026,ERR599028,ERR599029,ERR599030,ERR599032,ERR599037,ERR599038,ERR599039,ERR599043,ERR599044,ERR599047,ERR599049,ERR599050,ERR599051,ERR599052,ERR599053,ERR599054,ERR599057,ERR599058,ERR599059,ERR599062,ERR599064,ERR599065,ERR599069,ERR599071,ERR599072,ERR599074,ERR599075,ERR599077,ERR599078,ERR599079,ERR599081,ERR599082,ERR599083,ERR599084,ERR599086,ERR599087,ERR599090,ERR599092,ERR599093,ERR599094,ERR599095,ERR599097,ERR599099,ERR599100,ERR599101,ERR599102,ERR599106,ERR599110,ERR599111,ERR599112,ERR599115,ERR599116,ERR599118,ERR599119,ERR599121,ERR599122,ERR599123,ERR599126,ERR599127,ERR599130,ERR599132,ERR599133,ERR599136,ERR599138,ERR599139,ERR599142,ERR599143,ERR599144,ERR599145,ERR599146,ERR599148,ERR599150,ERR599156,ERR599159,ERR599160,ERR599162,ERR599163,ERR599164,ERR599165,ERR599166,ERR599167,ERR599170,ERR599173,ERR599174
SAR86A,0.000129201,0.000177393,0.000164365,0,0,0.00029438,0,0.001642143,0.017372872,0.001846393,0,7.79E-05,0.028655537,0.000492871,0,0.000267407,0.000287537,0.007210402,4.49E-05,0.005380936,0.012878254,0.004666346,0,0.004156536,0.034346856,0.004483882,0.077631152,0.148342399,0.003886406,0,0.040347582,0.156363508,0,0.00138334,0.005120463,0.000673599,0,0.008649835,0.02270178,0.010435239,0.000550798,0.00747485,0.000873302,0.074449287,0.000888395,0.005621679,4.98E-05,0.001718204,0.000441927,0.005318264,0,0.002506524,0.030022134,0.029742171,0.002286033,0.010004582,0.003829622,0.034846871,0.001239163,0.095378113,0.062494035,0.000644834,0,0,0.01988088,0.000270441,0.116722079,8.36E-05,0,0,0,0.012032359,0.014887648,0.000183712,0.002493329,0.00398219,0.00460772,0,0.001118832,0.014802006,0.000330213,0.000185423,0.000187105,0.026858543,0,0.000388068,0.000992689,0.000968078,0.00737261,0.000410345,0.021907545,0,0.000299083,0.028477886,0.011160151,0.156578171,0.000294045,0.000168382,0.003439666,0.000398774,0.000173111,0.126263848,0.012416908,0.011731674,0.000371494,0,8.32E-05,0.021990408,0.002867328,8.91E-05,0.001057539,0.010886197,0.014688893,0.014601364,0.000888143,0.030107352,0.040558157,0.03156812,0,0.066685574,0.004850816,6.05E-05,0.000126742,0,0.01543469,0.000338007,0,0.000332483,0.002407636,0.025989995,0.029765503,0.030437637,0.000169546,0,0.00030307,0.006235809,0.053977043,0,0,0.018537385,0.039878875,0.059461824,0.000154898,0.000241703,0.001734906,0.002270365,0.011713658,0.078177308,0,0.000793341,7.87E-05,0.000251291,0.000796221,0,0.000212091,0.048676268,0,0.044271761,0.005502856,0.001309572,0.024711937,0.025173618,0.002772796,0.006292515,0,0.031602499,0.016214324,0.070523561,0,0,0.023362247,0.040478761,0,0.011241898,0,0.015749187,0.03918997,0.031302778,0.309152403,0.030970341,0.000572568,0.001072967,0.006163517,0.033275878,0.010924316,0.011876504,0,0.003255301,0.024916679,0.000580094,0.040814161,0,0.022255032,0.000795193,0,0.002891787,0.007338768,3.29E-05
SAR86E,0.006733457,0.002569665,0.00033379,0.000605209,0,0.000116008,0,0,3.95E-05,0,0,0,0,0,0,0.000544833,0,5.73E-05,7.50E-05,0,0,0,0,2.65E-05,0.002707978,0,0.000924084,0.000912498,0.000135368,0,0,0.003122909,0,0.008401664,0,0.000174216,0,0,0,0,8.46E-05,0,0.004961673,0.001316483,0,0,0.001463814,0,0,0,0,0,0.000269161,0.00073386,0,0,0.000855067,0,0,0.001544578,0.003164649,0,6.87E-05,0,0.000479292,7.33E-05,0.000438896,0.013072543,0.000259882,0.00046034,0,0.000254718,0.000120764,3.72E-05,0,0,0,0,0.000307176,0.000469982,0,0.00467159,0,0,0,0.000506628,0.000346541,0,0.002620292,0.003662452,6.24E-05,0,0.001186204,0.000240613,4.34E-05,0.001628847,7.56E-05,0.000270544,0.000104764,0,0.000407033,0.000145912,0,0,0.014800027,0,7.05E-05,7.17E-05,0.001165973,0.000196462,0,0,0,0,5.11E-05,7.04E-05,0,0.000561425,0.001601832,0.000270631,0.001608873,7.48E-05,0,0,3.63E-05,0.000267569,0,0.003757498,0.000190789,0,3.39E-05,0,0,0,0.005759339,0,0.000578595,0,0,0,2.94E-05,0.000879354,0.000267056,0.000103382,0.000287052,3.85E-05,0.000167897,0.002725274,0,0.001618561,0,2.99E-05,0.000101452,0,0.000799674,0,0,8.50E-05,0.000130095,0,0,7.43E-05,0,0,0,0,0.000197104,0.000541866,0.000159554,0.000261712,0.000114648,0,0,0,0,0,0.000134695,1.86E-05,0,0,0,0.00711848,0,0.000182069,0,3.16E-05,0,0,0,0,0.000204693,0,0.000137707,0,0,0.000223063,0.00131092,0.000135902
